16.7337 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask6.bmp'
16.7337 	EXP 	TextStim_probe: text = 'J'
16.7337 	EXP 	wf_show_ShapeStim_redcross 0
16.9335 	EXP 	wf_show_BufferImageStim_cue3conf1
17.2334 	EXP 	wf_show_ShapeStim_redcross 1
17.5329 	EXP 	wf_show_STIM
17.7332 	EXP 	wf_show_MASK
17.9997 	DATA 	EmulatedKey: 5
18.0505 	EXP 	wf_show_ShapeStim_redcross 2
18.2502 	EXP 	wf_show_TextStim_probe
18.4497 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
18.4910 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
18.4910 	EXP 	BufferImageStim BufferImageStim_stim: took 24.9ms to initialize
18.5194 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
18.5195 	EXP 	BufferImageStim BufferImageStim_mask: took 26.9ms to initialize
18.7629 	DATA 	Keypress: b
19.9333 	DATA 	ll_TRIAL_end 3
19.9338 	DATA 	ll_TRIAL_start 4
19.9493 	EXP 	TextStim_stim0: text = 'S'
19.9493 	EXP 	TextStim_stim1: text = 'N'
19.9493 	EXP 	TextStim_stim2: text = 'X'
19.9493 	EXP 	TextStim_stim3: text = 'F'
19.9493 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask8.bmp'
19.9493 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask4.bmp'
19.9493 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask2.bmp'
19.9493 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask1.bmp'
19.9493 	EXP 	TextStim_probe: text = 'H'
19.9493 	EXP 	wf_show_ShapeStim_redcross 0
19.9997 	DATA 	EmulatedKey: 5
20.1675 	EXP 	wf_show_BufferImageStim_cue3conf1
20.4676 	EXP 	wf_show_ShapeStim_redcross 1
20.7676 	EXP 	wf_show_STIM
20.9676 	EXP 	wf_show_MASK
21.2667 	EXP 	wf_show_ShapeStim_redcross 2
21.4668 	EXP 	wf_show_TextStim_probe
21.6673 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
21.7061 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
21.7061 	EXP 	BufferImageStim BufferImageStim_stim: took 24.5ms to initialize
21.7302 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
21.7303 	EXP 	BufferImageStim BufferImageStim_mask: took 22.6ms to initialize
21.9997 	DATA 	EmulatedKey: 5
22.0704 	DATA 	Keypress: r
23.1508 	DATA 	ll_TRIAL_end 4
23.1513 	DATA 	ll_TRIAL_start 5
23.1555 	EXP 	TextStim_stim0: text = 'F'
23.1555 	EXP 	TextStim_stim1: text = 'O'
23.1555 	EXP 	TextStim_stim2: text = 'A'
23.1555 	EXP 	TextStim_stim3: text = 'D'
23.1555 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask3.bmp'
23.1555 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask7.bmp'
23.1555 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask4.bmp'
23.1555 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask1.bmp'
23.1555 	EXP 	TextStim_probe: text = 'T'
23.1555 	EXP 	wf_show_ShapeStim_redcross 0
23.3507 	EXP 	wf_show_BufferImageStim_cue4conf1
23.6507 	EXP 	wf_show_ShapeStim_redcross 1
23.9495 	EXP 	wf_show_STIM
23.9997 	DATA 	EmulatedKey: 5
24.1670 	EXP 	wf_show_MASK
24.4667 	EXP 	wf_show_ShapeStim_redcross 2
24.6674 	EXP 	wf_show_TextStim_probe
24.8669 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
24.8998 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
24.8998 	EXP 	BufferImageStim BufferImageStim_stim: took 23.6ms to initialize
24.9282 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
24.9282 	EXP 	BufferImageStim BufferImageStim_mask: took 26.9ms to initialize
25.1869 	DATA 	Keypress: b
25.9997 	DATA 	EmulatedKey: 5
26.3510 	DATA 	ll_TRIAL_end 5
26.3515 	DATA 	ll_TRIAL_start 6
26.3586 	EXP 	TextStim_stim0: text = 'F'
26.3586 	EXP 	TextStim_stim1: text = 'B'
26.3586 	EXP 	TextStim_stim2: text = 'E'
26.3586 	EXP 	TextStim_stim3: text = 'X'
26.3586 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask1.bmp'
26.3586 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask7.bmp'
26.3586 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask2.bmp'
26.3586 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask3.bmp'
26.3586 	EXP 	TextStim_probe: text = 'X'
26.3586 	EXP 	wf_show_ShapeStim_redcross 0
26.5507 	EXP 	wf_show_BufferImageStim_cue3conf1
26.8506 	EXP 	wf_show_ShapeStim_redcross 1
27.1514 	EXP 	wf_show_STIM
27.3510 	EXP 	wf_show_MASK
27.6512 	EXP 	wf_show_ShapeStim_redcross 2
27.8510 	EXP 	wf_show_TextStim_probe
27.9997 	DATA 	EmulatedKey: 5
28.0680 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
28.1048 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
28.1048 	EXP 	BufferImageStim BufferImageStim_stim: took 25.0ms to initialize
28.1309 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
28.1309 	EXP 	BufferImageStim BufferImageStim_mask: took 24.7ms to initialize
28.3143 	DATA 	Keypress: b
29.5515 	DATA 	ll_TRIAL_end 6
29.5521 	DATA 	ll_TRIAL_start 7
29.5612 	EXP 	TextStim_stim0: text = 'N'
29.5612 	EXP 	TextStim_stim1: text = 'M'
29.5612 	EXP 	TextStim_stim2: text = 'T'
29.5612 	EXP 	TextStim_stim3: text = 'X'
29.5612 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask3.bmp'
29.5612 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask6.bmp'
29.5612 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask4.bmp'
29.5612 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask7.bmp'
29.5612 	EXP 	TextStim_probe: text = 'N'
29.5612 	EXP 	wf_show_ShapeStim_redcross 0
29.7513 	EXP 	wf_show_BufferImageStim_cue0conf1
29.9997 	DATA 	EmulatedKey: 5
30.0511 	EXP 	wf_show_ShapeStim_redcross 1
30.3513 	EXP 	wf_show_STIM
30.5512 	EXP 	wf_show_MASK
30.8513 	EXP 	wf_show_ShapeStim_redcross 2
31.0508 	EXP 	wf_show_TextStim_probe
31.2516 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
31.2921 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
31.2921 	EXP 	BufferImageStim BufferImageStim_stim: took 26.3ms to initialize
31.3196 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
31.3196 	EXP 	BufferImageStim BufferImageStim_mask: took 26.1ms to initialize
31.9997 	DATA 	EmulatedKey: 5
32.7346 	DATA 	ll_TRIAL_end 7
32.7351 	DATA 	ll_TRIAL_start 8
32.7472 	EXP 	TextStim_stim0: text = 'B'
32.7472 	EXP 	TextStim_stim1: text = 'V'
32.7472 	EXP 	TextStim_stim2: text = 'R'
32.7472 	EXP 	TextStim_stim3: text = 'Z'
32.7472 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask5.bmp'
